,Id,Locality,Type,SubType,Sale_Type,Price,Bedrooms,Living_Area,Is_Equiped_Kitchen,Is_Furnished,Is_Open_Fire,Terrace,Terrace_Area,Garden,Garden_Area,Land_Surface,Surface of the plot,State,Facades,Swim_pool,Muniplicity,Region
3271,20302163,Massemen,House,villa,Private,895000,3,357,0,0,1,1,0,1,1089,1446,1451,Not Known,4,0,Oost-Vlaanderen,Brussel
3272,20302161,Beveren,House,house,Private,289000,4,148,0,0,0,1,0,0,0,148,268,Good,0,0,West-Vlaanderen,Wallonia
3273,20302161,Beveren,House,house,Private,289000,4,148,0,0,0,1,0,0,0,148,268,Good,0,0,West-Vlaanderen,Wallonia
3274,20302152,Relegem,House,villa,Private,445000,2,140,1,0,0,1,20,1,250,410,555,To be done up,4,0,Vlaams-Brabant,Brussel
3275,20302150,Gent,House,house,Private,999000,4,180,1,0,0,0,0,1,52,232,127,As new,2,0,Oost-Vlaanderen,Brussel
3276,20302148,Bierset,House,house,Private,245000,2,107,1,0,0,1,0,0,0,107,0,Good,3,1,Luik,Wallonia
3277,20302146,Stembert,House,house,Private,199000,3,97,1,0,0,1,9,1,125,231,180,Good,2,1,Luik,Wallonia
3278,20302144,Laken,Apartment,apartment,Private,185000,2,81,0,0,0,1,7,0,0,88,0,To be done up,2,1,Brussel,Falnders
3279,20302143,Arsimont,House,house,Private,249000,3,120,0,0,0,1,0,0,0,120,1847,To renovate,3,0,Namen,Brussel
3280,20302136,Meerhout,House,house,Private,274000,3,164,1,0,0,1,0,0,0,164,1772,To renovate,4,0,Antwerpen,Falnders
3281,20302135,Elsene,Apartment,apartment,Private,445000,1,92,0,0,0,1,80,0,0,172,0,As new,2,1,Brussel,Falnders
3282,20302134,Sint-jans-molenbeek,Other,loft,Private,895000,3,304,1,0,0,1,10,0,0,314,0,As new,3,1,Brussel,Falnders
3283,20302133,Sint-gillis,Apartment,apartment,Private,445000,1,92,0,0,0,1,80,0,0,172,0,As new,2,1,Brussel,Falnders
3284,20302132,Brussel,Other,loft,Private,895000,3,304,1,0,0,1,10,0,0,314,0,As new,3,1,Brussel,Falnders
3285,20302131,Waterloo,House,villa,Private,555000,3,155,1,0,0,1,0,1,200,355,454,Good,4,1,Waals-Brabant,Wallonia
3286,20302129,Ghlin,House,villa,Private,340000,3,170,1,0,0,1,0,0,0,170,0,Not Known,4,1,Henegouwen,Falnders
3287,20302123,Hever,House,house,Private,469000,4,315,0,0,0,1,0,0,0,315,1958,To renovate,4,0,Vlaams-Brabant,Brussel
3288,20302074,Anderlecht,Apartment,apartment,Private,330000,2,76,0,0,0,0,0,0,0,76,0,Good,0,0,Brussel,Falnders
3289,20302040,Oostende,Apartment,apartment,Private,329000,3,90,1,0,0,1,2,0,0,92,0,Just renovated,2,1,West-Vlaanderen,Wallonia
3290,20302039,Oostende,Apartment,apartment,Private,335000,2,90,1,0,0,1,2,0,0,92,0,As new,2,1,West-Vlaanderen,Wallonia
3291,20302034,Deerlijk,House,house,Private,270000,2,0,1,0,0,1,0,0,0,0,807,To be done up,2,0,West-Vlaanderen,Wallonia
3292,20302033,Poperinge,House,house,Private,345000,3,121,0,0,0,1,0,0,0,121,376,Good,0,0,West-Vlaanderen,Wallonia
3293,20302032,Anzegem,House,house,Private,249500,3,220,1,0,0,0,0,0,0,220,751,To renovate,3,0,West-Vlaanderen,Wallonia
3294,20302029,Damme,House,villa,Private,999999,5,550,1,0,0,1,50,0,0,600,2563,To renovate,4,0,West-Vlaanderen,Wallonia
3295,20302026,Antwerpen,Apartment,apartment,Private,329000,2,105,1,1,0,1,5,0,0,110,0,Good,2,1,Antwerpen,Falnders
3296,20302026,Antwerpen,Apartment,apartment,Private,329000,2,105,1,1,0,1,5,0,0,110,0,Good,2,1,Antwerpen,Falnders
3297,20302026,Antwerpen,Apartment,apartment,Private,329000,2,105,1,1,0,1,5,0,0,110,0,Good,2,1,Antwerpen,Falnders
3298,20302026,Antwerpen,Apartment,apartment,Private,329000,2,105,1,1,0,1,5,0,0,110,0,Good,2,1,Antwerpen,Falnders
3299,20302026,Antwerpen,Apartment,apartment,Private,329000,2,105,1,1,0,1,5,0,0,110,0,Good,2,1,Antwerpen,Falnders
3300,20302026,Antwerpen,Apartment,apartment,Private,329000,2,105,1,1,0,1,5,0,0,110,0,Good,2,1,Antwerpen,Falnders
3301,20302026,Antwerpen,Apartment,apartment,Private,329000,2,105,1,1,0,1,5,0,0,110,0,Good,2,1,Antwerpen,Falnders
3302,20302025,Wolvertem,House,house,Private,427900,4,157,0,0,0,1,11,1,59,227,171,Good,2,0,Vlaams-Brabant,Brussel
3303,20302021,Brussel,Apartment,apartment,Private,645000,2,100,1,0,0,1,60,0,0,160,0,Just renovated,0,0,Brussel,Falnders
3304,20302020,Brussel,Apartment,penthouse,Private,645000,2,100,1,0,0,1,60,0,0,160,0,Just renovated,0,0,Brussel,Falnders
3305,20302019,Schaarbeek,Apartment,apartment-block,Private,945000,0,450,0,0,0,1,2,0,0,452,0,Not Known,2,0,Brussel,Falnders
3306,20302018,Sint-Stevens-Woluwe,Apartment,apartment-block,Private,945000,0,450,0,0,0,0,0,1,85,535,410,Not Known,2,0,Vlaams-Brabant,Brussel
3307,20302017,Gijzegem,House,house,Private,397000,4,0,1,0,0,1,15,1,920,935,1558,To be done up,4,0,Oost-Vlaanderen,Brussel
3308,20302016,Aalst,House,house,Private,397000,4,0,1,0,0,1,15,1,920,935,1558,To be done up,4,0,Limburg,Falnders
3309,20302016,Aalst,House,house,Private,397000,4,0,1,0,0,1,15,1,920,935,1558,To be done up,4,0,Oost-Vlaanderen,Brussel
3310,20302014,Glain,Apartment,ground-floor,Private,395000,2,155,0,0,0,1,16,0,0,171,0,Good,3,1,Luik,Wallonia
3311,20302013,Schelle,House,house,Private,625000,4,209,1,0,0,1,0,0,0,209,631,Good,4,0,Antwerpen,Falnders
3312,20302008,Laken,Apartment,apartment,Private,270000,3,115,1,0,0,1,6,0,0,121,0,Not Known,2,0,Brussel,Falnders
3313,20302007,Laken,Apartment,apartment,Private,299000,2,124,1,0,0,0,0,0,0,124,0,Not Known,2,0,Brussel,Falnders
3314,20302001,Turnhout,House,house,Private,209000,3,119,1,0,0,1,0,0,0,119,152,To renovate,2,0,Antwerpen,Falnders
3315,20301998,Elsene,Apartment,apartment,Private,425000,2,93,1,0,0,1,25,0,0,118,0,Just renovated,2,1,Brussel,Falnders
3316,20301996,Gent,Apartment,apartment,Private,465000,4,169,1,0,0,1,0,0,0,169,0,Not Known,2,0,Oost-Vlaanderen,Brussel
3317,20301966,Sint-jans-molenbeek,Apartment,apartment,Private,249000,2,90,1,0,0,0,0,0,0,90,0,Not Known,3,0,Brussel,Falnders
3318,20301961,Amay,House,house,Private,349000,4,174,1,0,0,1,40,1,1774,1988,1940,Good,0,0,Luik,Wallonia
3319,20301952,Oostende,House,house,Private,459500,4,195,0,0,0,0,0,0,0,195,243,Good,2,0,West-Vlaanderen,Wallonia
3320,20301951,Oostende,House,house,Private,459500,4,195,0,0,0,0,0,0,0,195,243,Good,2,0,West-Vlaanderen,Wallonia
3321,20301939,Waterland-Oudeman,House,house,Private,599000,4,289,0,0,0,0,0,0,0,289,2624,As new,4,0,Oost-Vlaanderen,Brussel
3322,20301924,Schellebelle,House,house,Private,395000,3,251,0,0,0,0,0,0,0,251,909,To renovate,0,0,Oost-Vlaanderen,Brussel
3323,20301909,Bevere,House,house,Private,545000,6,354,1,0,1,0,0,0,0,354,160,Good,0,0,Oost-Vlaanderen,Brussel
3324,20301898,Ukkel,Apartment,apartment,Private,695000,2,125,1,0,0,1,27,0,0,152,0,As new,3,1,Brussel,Falnders
3325,20301876,Bodegnée,House,house,Private,389000,3,165,0,0,0,0,0,0,0,165,650,As new,3,1,Luik,Wallonia
3326,20301875,Wingene,House,house,Private,395000,3,249,1,0,0,1,0,0,0,249,1368,Good,0,0,West-Vlaanderen,Wallonia
3327,20301874,Bissegem,House,house,Private,185000,2,95,0,0,0,0,0,0,0,95,155,Good,0,0,West-Vlaanderen,Wallonia
3328,20301873,Buggenhout,House,house,Private,260000,3,127,1,0,0,1,0,0,0,127,153,Good,3,0,Oost-Vlaanderen,Brussel
3329,20301871,Grimbergen,House,house,Private,315000,3,193,0,0,0,1,0,0,0,193,1082,To renovate,3,0,Vlaams-Brabant,Brussel
3330,20301870,Impe,House,house,Private,200000,3,186,1,0,0,0,0,0,0,186,1427,To be done up,0,0,Oost-Vlaanderen,Brussel
3331,20301868,Battignies,House,house,Private,245000,4,219,1,0,0,1,0,0,0,219,350,Good,2,0,Henegouwen,Falnders
3332,20301866,Bressoux,Apartment,apartment,Private,219000,3,165,1,0,0,0,0,0,0,165,0,Good,3,1,Luik,Wallonia
3333,20301865,Bodegnée,House,house,Private,419000,4,177,0,0,0,0,0,0,0,177,835,As new,4,1,Luik,Wallonia
3334,20301864,Bodegnée,House,house,Private,369900,3,165,0,0,0,0,0,0,0,165,622,As new,3,1,Luik,Wallonia
3335,20301862,Boncelles,Apartment,apartment-block,Private,249000,3,157,1,0,0,1,0,0,0,157,185,To renovate,2,1,Luik,Wallonia
3336,20301861,Geraardsbergen,Apartment,apartment,Private,309000,2,96,1,0,0,1,9,0,0,105,0,As new,2,0,Oost-Vlaanderen,Brussel
3337,20301860,Geraardsbergen,Apartment,apartment,Private,219000,1,60,1,0,0,1,6,0,0,66,0,As new,2,0,Oost-Vlaanderen,Brussel
3338,20301859,Geraardsbergen,Apartment,duplex,Private,269000,2,84,1,0,0,1,7,0,0,91,0,As new,2,0,Oost-Vlaanderen,Brussel
3339,20301858,Geraardsbergen,Apartment,ground-floor,Private,229000,1,60,1,0,0,1,13,1,33,106,0,As new,2,0,Oost-Vlaanderen,Brussel
3340,20301857,Beerlegem,House,house,Private,240000,4,129,1,0,0,1,0,1,133,262,227,Good,2,0,Oost-Vlaanderen,Brussel
3341,20301855,Rijkevorsel,House,house,Private,423500,3,154,1,0,0,1,11,1,38,203,0,Not Known,2,0,Antwerpen,Falnders
3342,20301854,Rijkevorsel,House,house,Private,432500,3,158,1,0,0,1,9,1,119,286,0,As new,3,0,Antwerpen,Falnders
3343,20301853,Rijkevorsel,House,house,Private,423500,3,154,1,0,0,1,11,1,10,175,0,As new,2,0,Antwerpen,Falnders
3344,20301852,Rijkevorsel,Other,country-cottage,Private,497500,3,210,1,0,0,1,12,1,25,247,0,As new,3,0,Antwerpen,Falnders
3345,20301851,Rijkevorsel,House,house,Private,429500,3,156,1,0,0,1,11,1,42,209,0,As new,3,0,Antwerpen,Falnders
3346,20301850,Rijkevorsel,Other,country-cottage,Private,535000,3,217,1,0,0,1,12,1,52,281,0,As new,2,0,Antwerpen,Falnders
3347,20301849,Rijkevorsel,Other,country-cottage,Private,475500,3,195,1,0,0,1,12,1,73,280,0,As new,3,0,Antwerpen,Falnders
3348,20301846,Massemen,House,house,Private,259000,3,130,0,0,0,0,0,0,0,130,80,Not Known,2,0,Oost-Vlaanderen,Brussel
3349,20301845,Gent,House,house,Private,230000,3,82,0,0,0,0,0,0,0,82,30,Good,2,0,Oost-Vlaanderen,Brussel
3350,20301843,Berneau,House,house,Private,365000,4,239,1,0,0,1,24,0,0,263,708,Not Known,4,1,Luik,Wallonia
3351,20301842,Cornesse,Other,bungalow,Private,379000,4,209,1,0,0,1,49,0,0,258,763,Not Known,3,0,Luik,Wallonia
3352,20301841,Halle,House,house,Private,530000,3,232,0,0,0,1,0,0,0,232,538,As new,4,1,Vlaams-Brabant,Brussel
3353,20301841,Halle,House,house,Private,530000,3,232,0,0,0,1,0,0,0,232,538,As new,4,1,Antwerpen,Falnders
3354,20301840,Wilrijk,House,house,Private,440000,5,288,1,0,0,1,5,1,60,353,271,To renovate,3,0,Antwerpen,Falnders
3355,20301834,Nieuwkerken-Waas,House,house,Private,375000,5,288,0,0,0,1,0,0,0,288,486,Good,2,0,Oost-Vlaanderen,Brussel
3356,20301831,Berlare,House,house,Private,445000,3,146,0,0,0,1,14,1,190,350,292,As new,4,0,Oost-Vlaanderen,Brussel
3357,20301830,Arsimont,House,villa,Private,699000,6,579,1,0,1,1,0,0,0,579,8873,Not Known,4,0,Namen,Brussel
3358,20301821,Antwerpen,Other,kot,Private,135000,0,18,0,0,0,0,0,0,0,18,0,Good,0,0,Antwerpen,Falnders
3359,20301821,Antwerpen,Other,kot,Private,135000,0,18,0,0,0,0,0,0,0,18,0,Good,0,0,Antwerpen,Falnders
3360,20301821,Antwerpen,Other,kot,Private,135000,0,18,0,0,0,0,0,0,0,18,0,Good,0,0,Antwerpen,Falnders
3361,20301821,Antwerpen,Other,kot,Private,135000,0,18,0,0,0,0,0,0,0,18,0,Good,0,0,Antwerpen,Falnders
3362,20301821,Antwerpen,Other,kot,Private,135000,0,18,0,0,0,0,0,0,0,18,0,Good,0,0,Antwerpen,Falnders
3363,20301821,Antwerpen,Other,kot,Private,135000,0,18,0,0,0,0,0,0,0,18,0,Good,0,0,Antwerpen,Falnders
3364,20301821,Antwerpen,Other,kot,Private,135000,0,18,0,0,0,0,0,0,0,18,0,Good,0,0,Antwerpen,Falnders
3365,20301820,Antwerpen,Apartment,flat-studio,Private,135000,0,18,0,0,0,0,0,0,0,18,0,Good,0,0,Antwerpen,Falnders
3366,20301820,Antwerpen,Apartment,flat-studio,Private,135000,0,18,0,0,0,0,0,0,0,18,0,Good,0,0,Antwerpen,Falnders
3367,20301820,Antwerpen,Apartment,flat-studio,Private,135000,0,18,0,0,0,0,0,0,0,18,0,Good,0,0,Antwerpen,Falnders
3368,20301820,Antwerpen,Apartment,flat-studio,Private,135000,0,18,0,0,0,0,0,0,0,18,0,Good,0,0,Antwerpen,Falnders
3369,20301820,Antwerpen,Apartment,flat-studio,Private,135000,0,18,0,0,0,0,0,0,0,18,0,Good,0,0,Antwerpen,Falnders
3370,20301820,Antwerpen,Apartment,flat-studio,Private,135000,0,18,0,0,0,0,0,0,0,18,0,Good,0,0,Antwerpen,Falnders
3371,20301820,Antwerpen,Apartment,flat-studio,Private,135000,0,18,0,0,0,0,0,0,0,18,0,Good,0,0,Antwerpen,Falnders
3372,20301790,Champion,Other,building,Private,450000,0,350,1,0,0,0,0,0,0,350,703,Good,3,0,Namen,Brussel
3373,20301748,Braine-l'alleud,Apartment,apartment,Private,435000,3,138,0,0,0,1,41,0,0,179,0,Good,4,1,Waals-Brabant,Wallonia
3374,20301747,Braine-l'alleud,Apartment,penthouse,Private,506600,4,136,0,0,0,1,111,0,0,247,0,Good,4,1,Waals-Brabant,Wallonia
3375,20301746,Braine-l'alleud,Apartment,apartment,Private,395000,2,110,0,0,0,1,53,0,0,163,0,Good,4,1,Waals-Brabant,Wallonia
3376,20301744,Braine-l'alleud,Apartment,apartment,Private,475500,3,139,0,0,0,1,32,0,0,171,0,Good,4,1,Waals-Brabant,Wallonia
3377,20301743,Braine-l'alleud,Apartment,apartment,Private,425500,3,138,0,0,0,1,21,0,0,159,0,Good,4,1,Waals-Brabant,Wallonia
3378,20301742,Braine-le-comte,Apartment,apartment,Private,175000,2,84,0,0,0,1,10,0,0,94,0,Not Known,2,1,Henegouwen,Falnders
3379,20301741,Mortsel,House,mixed-use-building,Private,439000,3,138,1,0,0,1,12,1,32,182,149,To renovate,2,0,Antwerpen,Falnders
3380,20301735,Anderlecht,House,house,Private,615000,4,198,1,0,0,1,14,1,135,347,0,As new,2,0,Brussel,Falnders
3381,20301720,Koningshooikt,Apartment,ground-floor,Private,235000,2,79,1,0,0,1,13,1,13,105,0,Good,3,0,Antwerpen,Falnders
3382,20301667,Marcinelle,Apartment,apartment,Private,189000,3,120,1,0,0,0,0,0,0,120,0,Good,3,1,Henegouwen,Falnders
3383,20301659,Oostende,Apartment,apartment,Private,239000,2,104,0,0,0,0,0,0,0,104,0,Just renovated,0,0,West-Vlaanderen,Wallonia
3384,20301653,Schaarbeek,House,house,Private,329000,4,240,1,0,0,1,15,0,0,255,81,To be done up,2,1,Brussel,Falnders
3385,20301650,Anderlecht,Apartment,apartment,Private,345000,2,91,1,0,0,1,6,0,0,97,0,As new,2,1,Brussel,Falnders
3386,20301648,Jette,Apartment,duplex,Private,239000,2,103,1,0,0,1,9,0,0,112,0,As new,2,1,Brussel,Falnders
3387,20301645,Glain,Apartment,apartment,Private,267500,2,81,0,0,0,1,13,0,0,94,0,Good,4,1,Luik,Wallonia
3388,20301644,Glain,Apartment,ground-floor,Private,260000,2,77,0,0,0,1,13,1,127,217,0,Good,4,1,Luik,Wallonia
3389,20301643,Braine-l'alleud,Apartment,apartment,Private,375000,2,112,0,0,0,1,32,0,0,144,0,Good,4,1,Waals-Brabant,Wallonia
3390,20301636,Grimminge,House,house,Private,299000,4,175,1,0,0,1,0,0,0,175,920,Not Known,4,1,Oost-Vlaanderen,Brussel
3391,20301633,Geraardsbergen,House,house,Private,299000,4,175,1,0,0,1,0,0,0,175,920,Not Known,4,1,Oost-Vlaanderen,Brussel
3392,20301627,Bornem,Other,bungalow,Private,385000,2,127,1,0,0,1,0,0,0,127,519,Good,4,1,Antwerpen,Falnders
3393,20301623,Assebroek,Apartment,apartment-block,Private,975000,10,465,0,0,0,1,0,0,0,465,830,Not Known,2,0,West-Vlaanderen,Wallonia
3394,20301619,Vorselaar,Apartment,duplex,Private,325000,3,124,1,0,0,1,0,0,0,124,0,Good,4,0,Antwerpen,Falnders
3395,20301618,Glain,Apartment,apartment-block,Private,249000,7,0,0,0,0,0,0,0,0,0,212,Not Known,2,0,Luik,Wallonia
3396,20301617,Nandrin,House,house,Private,295000,2,120,1,0,0,1,15,1,350,485,520,Just renovated,2,0,Luik,Wallonia
3397,20301616,Moen,House,house,Private,269000,4,152,1,0,0,0,0,0,0,152,157,As new,2,1,West-Vlaanderen,Wallonia
3398,20301615,Gent,Apartment,apartment,Private,445000,3,97,1,0,0,1,0,0,0,97,0,As new,0,1,Oost-Vlaanderen,Brussel
3399,20301613,Ganshoren,Apartment,apartment,Private,170000,1,50,1,0,0,1,5,0,0,55,0,Good,2,0,Brussel,Falnders
3400,20301612,Aaigem,House,house,Private,289000,3,137,1,0,0,1,0,0,0,137,259,Good,2,1,Oost-Vlaanderen,Brussel
3401,20301611,Bevel,House,house,Private,565000,4,240,1,0,0,1,0,0,0,240,753,Not Known,3,0,Antwerpen,Falnders
3402,20301605,Diegem,House,house,Private,795000,7,0,1,0,0,1,0,0,0,0,880,As new,3,0,Vlaams-Brabant,Brussel
3403,20301600,Ottignies,Apartment,apartment-block,Private,369000,4,167,1,0,0,1,0,0,0,167,350,Good,3,0,Waals-Brabant,Wallonia
3404,20301599,Ottignies,House,house,Private,369000,4,167,1,0,0,1,0,0,0,167,350,Good,3,0,Waals-Brabant,Wallonia
3405,20301594,Auby-Sur-Semois,House,house,Private,49000,4,145,1,0,0,1,8,1,52,205,167,Good,3,0,Luxemburg,Brussel
3406,20301589,Ferrières,House,house,Private,209000,2,0,0,0,0,0,0,1,767,767,858,Good,4,1,Luik,Wallonia
3407,20301587,Gilly,House,house,Private,170000,3,162,1,0,0,0,0,0,0,162,0,Good,2,0,Henegouwen,Falnders
3408,20301577,Antwerpen,Apartment,penthouse,Private,399000,2,107,1,0,0,1,50,0,0,157,0,Good,2,0,Antwerpen,Falnders
3409,20301577,Antwerpen,Apartment,penthouse,Private,399000,2,107,1,0,0,1,50,0,0,157,0,Good,2,0,Antwerpen,Falnders
3410,20301577,Antwerpen,Apartment,penthouse,Private,399000,2,107,1,0,0,1,50,0,0,157,0,Good,2,0,Antwerpen,Falnders
3411,20301577,Antwerpen,Apartment,penthouse,Private,399000,2,107,1,0,0,1,50,0,0,157,0,Good,2,0,Antwerpen,Falnders
3412,20301577,Antwerpen,Apartment,penthouse,Private,399000,2,107,1,0,0,1,50,0,0,157,0,Good,2,0,Antwerpen,Falnders
3413,20301577,Antwerpen,Apartment,penthouse,Private,399000,2,107,1,0,0,1,50,0,0,157,0,Good,2,0,Antwerpen,Falnders
3414,20301577,Antwerpen,Apartment,penthouse,Private,399000,2,107,1,0,0,1,50,0,0,157,0,Good,2,0,Antwerpen,Falnders
3415,20301546,Alsemberg,Other,bungalow,Private,445000,2,102,0,0,0,0,0,0,0,102,644,Not Known,4,0,Vlaams-Brabant,Brussel
3416,20301525,Ukkel,Apartment,penthouse,Private,980000,2,140,1,0,0,1,30,0,0,170,0,As new,0,1,Brussel,Falnders
3417,20301524,Ukkel,Apartment,duplex,Private,650000,2,107,1,0,0,1,16,1,52,175,0,As new,0,1,Brussel,Falnders
3418,20301523,Ukkel,Apartment,flat-studio,Private,275000,0,34,1,0,0,1,2,0,0,36,0,As new,0,1,Brussel,Falnders
3419,20301522,Ukkel,Apartment,flat-studio,Private,300000,0,38,1,0,0,1,13,1,32,83,0,As new,0,1,Brussel,Falnders
3420,20301519,Ukkel,Other,offices,Private,185000,0,41,0,0,0,0,0,0,0,41,0,As new,0,0,Brussel,Falnders
3421,20301518,Ukkel,Apartment,flat-studio,Private,275000,0,34,1,0,0,1,2,0,0,36,0,As new,0,1,Brussel,Falnders
3422,20301517,Ukkel,Apartment,apartment,Private,645000,2,113,1,0,0,1,8,0,0,121,0,As new,0,1,Brussel,Falnders
3423,20301513,Ukkel,Apartment,flat-studio,Private,280000,0,34,1,0,0,1,2,0,0,36,0,As new,0,1,Brussel,Falnders
3424,20301512,Ukkel,Apartment,flat-studio,Private,265000,0,32,1,0,0,0,0,0,0,32,0,As new,0,1,Brussel,Falnders
3425,20301511,Ukkel,Apartment,apartment,Private,350000,1,66,1,0,0,0,0,1,24,90,0,As new,0,1,Brussel,Falnders
3426,20301510,Ukkel,Apartment,apartment,Private,385000,1,68,1,0,0,0,0,0,0,68,0,As new,0,1,Brussel,Falnders
3427,20301509,Ukkel,Apartment,ground-floor,Private,735000,2,138,1,0,0,1,11,1,9,158,0,As new,0,1,Brussel,Falnders
3428,20301508,Ukkel,Apartment,ground-floor,Private,635000,2,108,1,0,0,1,18,1,73,199,0,As new,0,1,Brussel,Falnders
3429,20301507,Ukkel,Other,offices,Private,150000,0,33,0,0,0,0,0,0,0,33,0,Not Known,0,0,Brussel,Falnders
3430,20301506,Ukkel,Apartment,apartment,Private,635000,2,113,1,0,0,1,8,0,0,121,0,As new,0,1,Brussel,Falnders
3431,20301502,Ukkel,Apartment,apartment,Private,595000,2,97,1,0,0,1,8,0,0,105,0,As new,0,1,Brussel,Falnders
3432,20301473,Eindhout,House,house,Private,425000,5,173,0,0,0,1,0,0,0,173,750,Not Known,4,0,Antwerpen,Falnders
3433,20301472,Braine-l'alleud,Apartment,apartment,Private,290000,1,68,1,0,0,1,19,0,0,87,0,As new,2,1,Waals-Brabant,Wallonia
3434,20301470,Drongen,House,house,Private,525000,4,0,0,0,0,0,0,0,0,0,300,Good,4,0,Oost-Vlaanderen,Brussel
3435,20301469,Drongen,House,house,Private,495000,3,0,0,0,0,0,0,0,0,0,283,Good,4,0,Oost-Vlaanderen,Brussel
3436,20301468,Anderlecht,Other,offices,Private,520000,0,525,0,0,0,0,0,0,0,525,525,Good,4,0,Brussel,Falnders
3437,20301467,Dudzele,House,house,Private,315000,3,129,0,0,0,0,0,0,0,129,210,As new,3,0,West-Vlaanderen,Wallonia
3438,20301466,Dudzele,House,house,Private,239000,4,188,0,0,0,1,0,0,0,188,186,To be done up,2,0,West-Vlaanderen,Wallonia
3439,20301464,Antwerpen,Apartment,apartment,Private,259000,1,70,1,0,0,0,0,0,0,70,0,As new,3,0,Antwerpen,Falnders
3440,20301464,Antwerpen,Apartment,apartment,Private,259000,1,70,1,0,0,0,0,0,0,70,0,As new,3,0,Antwerpen,Falnders
3441,20301464,Antwerpen,Apartment,apartment,Private,259000,1,70,1,0,0,0,0,0,0,70,0,As new,3,0,Antwerpen,Falnders
3442,20301464,Antwerpen,Apartment,apartment,Private,259000,1,70,1,0,0,0,0,0,0,70,0,As new,3,0,Antwerpen,Falnders
3443,20301464,Antwerpen,Apartment,apartment,Private,259000,1,70,1,0,0,0,0,0,0,70,0,As new,3,0,Antwerpen,Falnders
3444,20301464,Antwerpen,Apartment,apartment,Private,259000,1,70,1,0,0,0,0,0,0,70,0,As new,3,0,Antwerpen,Falnders
3445,20301464,Antwerpen,Apartment,apartment,Private,259000,1,70,1,0,0,0,0,0,0,70,0,As new,3,0,Antwerpen,Falnders
3446,20301463,Antwerpen,Apartment,apartment,Private,215000,1,52,1,0,0,0,0,0,0,52,0,As new,3,0,Antwerpen,Falnders
3447,20301463,Antwerpen,Apartment,apartment,Private,215000,1,52,1,0,0,0,0,0,0,52,0,As new,3,0,Antwerpen,Falnders
3448,20301463,Antwerpen,Apartment,apartment,Private,215000,1,52,1,0,0,0,0,0,0,52,0,As new,3,0,Antwerpen,Falnders
3449,20301463,Antwerpen,Apartment,apartment,Private,215000,1,52,1,0,0,0,0,0,0,52,0,As new,3,0,Antwerpen,Falnders
3450,20301463,Antwerpen,Apartment,apartment,Private,215000,1,52,1,0,0,0,0,0,0,52,0,As new,3,0,Antwerpen,Falnders
3451,20301463,Antwerpen,Apartment,apartment,Private,215000,1,52,1,0,0,0,0,0,0,52,0,As new,3,0,Antwerpen,Falnders
3452,20301463,Antwerpen,Apartment,apartment,Private,215000,1,52,1,0,0,0,0,0,0,52,0,As new,3,0,Antwerpen,Falnders
3453,20301462,Kuurne,House,house,Private,395000,2,177,0,0,0,0,0,0,0,177,1215,Good,3,0,West-Vlaanderen,Wallonia
3454,20301461,Deurne,Apartment,apartment,Private,179000,2,78,1,0,0,1,6,0,0,84,0,Not Known,2,0,Antwerpen,Falnders
3455,20301461,Deurne,Apartment,apartment,Private,179000,2,78,1,0,0,1,6,0,0,84,0,Not Known,2,0,Vlaams-Brabant,Brussel
3456,20301459,Tessenderlo,House,house,Private,295000,3,130,0,0,0,0,0,0,0,130,1254,To renovate,4,0,Limburg,Falnders
3457,20301444,Maaseik,Apartment,apartment,Private,399000,2,184,0,0,0,1,44,0,0,228,0,As new,0,0,Limburg,Falnders
3458,20301433,Blaasveld,House,house,Private,315000,5,130,0,0,0,0,0,0,0,130,0,Not Known,4,0,Antwerpen,Falnders
3459,20301428,Hasselt,Apartment,apartment,Private,145000,1,95,0,0,0,0,0,0,0,95,0,As new,0,0,Limburg,Falnders
3460,20301426,Eppegem,House,house,Private,435000,4,0,0,0,0,0,0,0,0,0,285,Good,4,0,Vlaams-Brabant,Brussel
3461,20301425,Ave-Et-Auffe,Apartment,apartment,Private,150000,1,50,1,0,0,1,7,0,0,57,0,As new,2,1,Namen,Brussel
3462,20301424,Monstreux,Apartment,apartment,Private,259000,2,72,0,0,0,1,9,0,0,81,0,To be done up,0,1,Waals-Brabant,Wallonia
3463,20301422,Ukkel,House,house,Private,345000,2,110,0,0,0,0,0,0,0,110,80,Good,2,0,Brussel,Falnders
3464,20301420,Kasterlee,House,villa,Private,957000,4,305,0,0,0,1,20,0,0,325,1900,Good,4,0,Antwerpen,Falnders
3465,20301419,Bevere,Apartment,apartment,Private,229000,2,0,1,0,0,1,0,0,0,0,0,Not Known,0,0,Oost-Vlaanderen,Brussel
3466,20301417,Schoten,House,house,Private,469000,3,178,1,0,0,1,12,1,550,740,680,Not Known,3,0,Antwerpen,Falnders
3467,20301416,Neder-Over-Heembeek,Apartment,apartment,Private,175000,1,55,0,0,0,1,2,0,0,57,0,To renovate,2,0,Brussel,Falnders
3468,20301414,Eindhout,House,villa,Private,469000,4,288,1,0,0,1,40,0,0,328,1940,To be done up,4,0,Antwerpen,Falnders
3469,20301413,Laken,Apartment,apartment-block,Private,820000,6,280,1,0,0,1,2,1,55,337,192,As new,2,0,Brussel,Falnders
3470,20301412,Kortrijk,Apartment,apartment,Private,225000,1,82,1,0,0,0,0,0,0,82,0,Just renovated,2,1,West-Vlaanderen,Wallonia
